flag,cst_unn_id,bas_inf,act,zx
0,30113456,10,20,55
0,33624779,10,7,40
0,37463691,10,5,-25
0,34591162,10,20,100
0,40779175,20,12,60
0,33414845,5,25,-25
0,40998262,25,15,105
0,36350643,10,-3,120
0,37183882,10,7,-45
0,40993548,15,5,-110
0,39493039,20,-3,10
0,39569044,10,22,115
0,37625888,15,7,110
0,31573039,8,2,110
0,36431442,12,7,25
0,39593869,1,-3,115
0,32932234,10,17,75
0,35735515,10,0,120
0,34232044,13,22,80
0,41088421,20,17,95
0,30804726,20,15,45
0,33424208,10,7,80
0,31547251,8,22,110
0,33841089,43,17,95
0,37827290,6,12,105
0,37175212,26,27,105
0,40435552,23,25,20
0,37218511,28,22,110
0,30336957,10,22,115
0,42879017,26,23,10
0,40269234,28,0,-45
0,37858702,8,12,30
0,36822829,13,22,115
0,35928986,10,17,95
0,32400029,10,7,55
0,31805878,50,7,90
0,37038269,53,20,70
0,37085519,45,10,40
0,35507512,12,12,40
0,35994855,10,22,95
0,33566250,45,7,75
0,43468623,3,10,30
0,35884695,8,12,115
0,37062316,8,27,115
0,35021928,15,22,105
0,38886391,15,22,70
0,43626580,17,25,80
0,39693727,30,12,100
0,30340743,10,7,100
0,39276568,10,27,95
0,37871200,25,17,25
0,32374175,10,25,110
0,38907892,15,17,120
0,40426048,10,20,15
0,39194839,43,15,15
0,30470082,13,25,120
0,41148620,15,22,115
0,32133127,43,17,95
0,35018751,15,25,110
0,41741775,13,10,-5
0,40461003,15,17,100
0,30325713,10,10,60
0,31227430,5,22,105
0,39738790,13,12,95
0,41439348,16,12,115
0,37848585,8,22,120
0,30443965,17,27,105
0,33360942,25,25,20
0,35060835,8,7,110
0,31901980,1,7,75
0,39041873,25,25,-10
0,39641002,45,15,120
0,37038754,15,17,110
0,37828204,10,2,75
0,38894794,20,15,20
0,39165927,15,25,60
0,37623373,10,7,50
0,34355141,10,22,110
0,41591147,20,13,25
0,38016699,6,-3,65
0,39440561,20,10,15
0,37803581,10,27,105
0,32332178,10,17,120
0,41207174,10,12,120
0,42055136,30,2,50
0,32894403,10,22,115
0,39564000,10,12,75
0,41148649,10,-3,115
0,37516036,10,2,50
0,37830776,10,2,-10
0,37066298,6,7,105
0,34991566,15,12,115
0,36391423,15,22,105
0,34147572,13,17,120
0,35280899,0,7,70
0,30905582,20,25,60
0,36296552,11,10,105
0,39669405,30,35,5
0,35483542,13,22,105
0,35756224,15,7,105
0,34651711,17,30,90
0,40897594,11,2,90
0,42292726,17,25,35
0,39022305,38,15,55
0,34308819,8,22,120
0,39287364,35,10,-30
0,40018092,10,12,50
0,36858383,15,17,25
0,42200464,35,23,45
0,35263513,18,7,115
0,32935543,13,25,0
0,32935543,13,25,0
0,35180546,10,22,115
0,37828850,10,7,75
0,36266242,10,22,105
0,37465907,35,25,65
0,30670858,13,22,110
0,36695264,10,5,50
0,40724844,36,12,80
0,34230625,8,12,80
0,37637133,8,12,30
0,40889077,13,12,115
0,32342607,25,7,105
0,33810893,25,22,90
0,35751683,8,15,60
0,35727310,10,25,105
0,36643123,15,25,60
0,31537300,10,27,115
0,36325832,8,17,115
0,38662936,1,7,90
0,35935668,10,12,105
0,32915324,3,7,50
0,35296849,10,12,60
0,32020939,16,15,60
0,38791310,5,22,105
0,41237834,16,12,105
0,40421837,45,30,70
0,30755582,8,17,105
0,41342210,20,13,45
0,40487867,30,10,-45
0,35834056,8,17,95
0,36532627,25,10,20
0,38034446,15,7,-60
0,35914048,10,-3,55
0,33701813,13,25,65
0,39361244,8,22,80
0,32926231,8,18,65
0,41655957,10,13,60
0,34048643,18,22,105
0,35936301,10,22,50
0,43146875,43,20,20
0,37881238,5,-3,115
0,35143709,15,22,110
0,40481296,23,2,25
0,35748968,15,10,30
0,35835475,18,20,20
0,39242224,15,10,85
0,40992349,17,10,-40
0,37106959,22,7,35
0,34195064,33,20,60
0,34509461,8,22,110
0,35973783,15,22,115
0,39733206,50,17,80
0,41283709,18,15,30
0,37860238,8,17,100
0,39083039,35,15,55
0,36834711,15,12,110
0,36524283,10,18,30
0,34435655,10,22,90
0,37945454,11,12,85
0,35142827,10,17,120
0,35867128,8,22,120
0,39522098,25,22,65
0,36098103,8,22,105
0,34645479,8,12,105
0,41098178,28,22,90
0,34586343,10,7,85
0,38976171,15,12,60
0,36345210,8,22,110
0,40677497,10,-5,10
0,37240785,50,15,65
0,30737921,15,22,90
0,34080081,8,12,110
0,31437026,10,22,105
0,30985344,10,12,120
0,30985344,10,12,120
0,35776248,10,17,115
0,33423513,10,10,10
0,40727769,0,15,25
0,39565161,7,22,50
0,35823926,11,-3,120
0,34323438,25,5,45
0,41458836,8,-3,75
0,35142017,6,2,120
0,40712710,18,10,75
0,37826222,18,23,10
0,38951626,15,-3,90
0,33949349,12,22,55
0,37842675,30,12,95
0,37865880,15,22,110
0,35742538,10,12,115
0,33682397,10,12,120
0,38955566,10,2,120
0,40441619,8,22,70
0,39413584,0,27,100
0,30020733,12,12,105
0,32410637,10,17,120
0,30298277,30,22,60
0,41652084,8,3,35
0,41644170,20,25,-40
0,43984700,10,12,55
0,30486248,10,17,70
0,32593967,10,2,115
0,37219827,10,17,65
0,33803809,8,27,55
0,33742198,10,22,120
0,37832437,6,12,110
0,34742991,0,7,105
0,33560859,3,22,115
0,39982365,13,27,95
0,39501810,15,15,5
0,36651251,5,10,-20
0,36645528,0,12,115
0,37828453,10,10,45
0,40222563,8,22,75
0,35720601,10,22,115
0,34781102,13,12,90
0,34332638,5,22,80
0,32489792,5,22,110
0,33960948,17,12,85
0,41230063,10,12,105
0,34585837,11,2,-30
0,32401960,15,12,120
0,35412218,22,5,-100
0,34645169,20,7,75
0,35578909,8,22,120
0,40916808,16,22,115
0,33527954,10,12,95
0,41421797,3,25,55
0,39433085,40,12,55
0,36822763,13,2,115
0,31898264,8,22,125
0,36879329,20,-3,40
0,43806002,10,8,10
0,34103468,10,10,-15
0,43835550,15,7,40
0,32950516,8,7,110
0,33420395,15,2,75
0,41001955,25,15,70
0,37443295,15,2,120
0,39676644,11,22,95
0,32943550,10,2,120
0,37636598,8,-3,120
0,34023485,13,22,55
0,40897531,10,20,90
0,37332018,30,12,55
0,38591748,10,12,105
0,35976223,10,7,120
0,35715718,8,22,115
0,40902958,13,27,115
0,36429472,15,2,40
0,33751244,8,7,115
0,39060061,50,10,50
0,31587962,8,12,110
0,34501826,28,22,120
0,39138100,43,22,55
0,40623499,38,-5,-15
0,42063190,25,22,90
0,35935769,10,22,105
0,34312466,13,17,120
0,33967146,3,17,60
0,37867844,10,25,120
0,43078508,30,10,70
0,34194963,38,0,65
0,38147859,16,7,30
0,36090298,1,10,-30
0,35745904,10,12,115
0,41409007,-9,23,60
0,33617333,10,7,95
0,40857887,10,7,20
0,35783551,15,5,35
0,35262244,10,7,120
0,38709070,8,7,95
0,33687803,13,22,110
0,31811880,10,22,120
0,39261148,15,20,55
0,39061496,30,25,25
0,36615270,13,15,105
0,36686074,11,22,115
0,30727566,-2,27,120
0,35474214,13,22,105
0,39099990,23,12,75
0,32915906,30,25,55
0,39318341,10,10,-20
0,41095850,13,22,115
0,37870900,6,2,115
0,35775656,31,22,85
0,39135768,13,12,55
0,42113945,20,20,40
0,40178641,30,2,75
0,40678943,8,22,80
0,30943682,15,12,65
0,30943682,15,12,65
0,37514911,10,2,100
0,32515216,13,12,95
0,43987645,13,25,120
0,37467634,10,10,120
0,39489203,17,7,20
0,35748472,17,12,100
0,34669087,13,22,105
0,39214974,15,22,45
0,31992704,20,-3,85
0,40987088,3,22,105
0,41119286,38,27,100
0,37847676,15,22,110
0,40776987,10,10,0
0,33700566,10,17,25
0,36424032,22,23,-25
0,39147486,40,12,5
0,43764637,26,15,80
0,41446805,35,20,55
0,37898252,15,22,110
0,33721446,8,17,105
0,32895701,3,22,110
0,32895701,3,22,110
0,40689284,16,17,65
0,34185561,40,22,120
0,39986400,20,15,-20
0,34126458,45,12,75
0,39426204,23,18,-10
0,37032692,10,10,-10
0,35514428,8,2,50
0,32930234,10,10,45
0,41736146,1,7,85
0,32912203,18,22,110
0,37147420,15,22,115
0,36143309,10,12,110
0,36350255,10,22,110
0,30713583,13,22,120
0,37157542,16,22,95
0,30794334,13,12,105
0,41325613,8,-3,115
0,33658338,13,22,105
0,37885646,10,15,25
0,32901488,10,17,115
0,38946568,28,15,55
0,33534131,5,7,110
0,34989082,10,12,50
0,36835086,10,12,20
0,32575641,37,7,50
0,40413809,41,22,40
0,40888795,6,7,25
0,39262483,16,12,110
0,41260087,10,20,35
0,40774693,8,17,-5
0,38419535,-10,15,-35
0,37574898,20,17,115
0,34500830,10,2,50
0,40585612,53,10,95
0,32890562,38,28,-30
0,31571071,8,22,110
0,32207346,10,22,110
0,40437807,30,17,110
0,37863257,10,-3,40
0,40977338,17,15,65
0,37791798,15,10,95
0,41044592,8,22,110
0,35785085,10,7,115
0,40996607,25,22,55
0,31994375,8,12,75
0,36274681,13,17,50
0,39028355,26,20,-10
0,37974214,15,22,110
0,32483804,15,12,105
0,41516757,30,7,105
0,34288195,8,25,55
0,34598623,13,22,115
0,41444077,30,20,65
0,37977974,5,15,0
0,33591075,10,10,90
0,40355022,6,13,25
0,33787807,8,17,90
0,35059795,17,22,95
0,36851387,10,17,85
0,36414474,13,3,50
0,31723010,13,12,115
0,37269358,40,12,35
0,35162459,23,22,105
0,38902234,10,20,55
0,36500197,8,3,45
0,35930100,5,12,120
0,40146692,10,10,50
0,41270693,30,22,75
0,37212658,10,12,50
0,35373186,15,27,110
0,34412979,20,20,0
0,36820747,20,12,70
0,39338991,35,28,55
0,37512694,15,12,100
0,39492374,20,27,110
0,30967949,3,22,105
0,30967949,3,22,105
0,32474539,10,12,115
0,37633605,17,-8,-55
0,35434815,15,22,105
0,32915890,8,22,105
0,34989448,13,12,110
0,31472770,50,27,110
0,41283197,8,12,110
0,39566196,15,-3,115
0,41104265,40,12,0
0,30854030,8,22,120
0,35225238,8,-3,0
0,33712518,10,17,120
0,43577889,10,15,-10
0,41104107,18,27,95
0,40896463,7,7,55
0,39348355,13,22,70
0,35244060,10,12,90
0,43622983,15,10,20
0,39693457,55,10,35
0,34360225,10,17,105
0,34311391,8,22,120
0,30216501,8,22,95
0,39352963,15,22,110
0,30449198,10,12,55
0,38498189,11,25,30
0,37848741,10,12,120
0,40153098,11,2,-10
0,39107927,20,10,65
0,33453743,10,7,120
0,35892030,10,22,120
0,33571995,43,27,110
0,39570063,5,15,120
0,33665112,-5,22,110
0,32485494,15,17,110
0,37857312,16,7,-30
0,38552903,15,7,100
0,43514886,5,17,50
0,40977736,18,7,120
0,37191517,28,12,45
0,41404180,10,25,-5
0,41679023,17,0,-20
0,37860672,13,7,120
0,39278804,38,27,95
0,33564897,20,7,60
0,43643108,13,10,115
0,40411418,30,12,95
0,35929024,15,12,105
0,40407432,20,25,95
0,40917239,10,12,110
0,31493522,10,12,110
0,39114311,11,12,80
0,37611700,15,27,105
0,37050848,5,22,105
0,34492247,3,22,115
0,33980057,10,22,95
0,39493526,5,7,110
0,33826084,6,5,5
0,33458362,10,17,120
0,31608918,40,20,50
0,34324224,8,12,115
0,41422080,13,7,40
0,37865103,10,17,25
0,37495800,31,22,105
0,40965462,6,27,110
0,33628907,8,17,105
0,37269752,25,22,105
0,40085142,10,22,80
0,40281027,15,17,55
0,30250721,3,12,110
0,35760574,20,12,65
0,35308749,8,22,60
0,41089724,17,15,115
0,36033453,15,22,115
0,39769218,10,3,-25
0,39147506,45,22,105
0,34308560,20,12,85
0,33647295,8,12,105
0,40554937,0,12,75
0,31007622,-2,22,110
0,35263703,13,22,115
0,37225540,13,7,105
0,36169364,5,12,90
0,39414834,40,22,105
0,33550275,8,17,115
0,34307166,10,22,115
0,35187042,10,10,75
0,34087251,3,12,115
0,39550957,20,22,105
0,41159166,10,22,0
0,36554624,15,12,60
0,41389611,10,22,100
0,39748837,17,2,60
0,33668008,10,7,65
0,36682827,10,17,25
0,37266719,20,27,100
0,31495850,7,12,65
0,36260563,50,20,70
0,39738357,15,25,40
0,35015339,11,2,40
0,36574322,6,7,85
0,33778414,16,25,75
0,31547702,10,12,0
0,37865835,5,7,-30
0,34927843,30,22,110
0,37866017,11,12,95
0,36451516,32,22,95
0,35560255,10,22,115
0,43786289,10,5,45
0,38874739,10,3,70
0,41111713,15,22,105
0,41204965,11,25,-55
0,38792552,8,2,120
0,36822381,15,12,5
0,39455401,6,7,80
0,43617464,6,20,40
0,34403551,5,7,120
0,33754427,10,22,85
0,37188484,10,12,105
0,32930505,8,22,110
0,39650666,40,15,35
0,37356239,35,22,110
0,37857495,20,10,110
0,39163310,40,20,55
0,31889797,12,15,45
0,37888905,15,22,105
0,35550613,13,27,100
0,30484184,15,22,110
0,41041863,32,25,65
0,35267611,13,12,110
0,33954269,13,22,120
0,41088907,10,17,90
0,39439147,20,22,105
0,41066652,15,12,70
0,35835602,10,17,115
0,37496742,35,2,55
0,43814610,10,20,45
0,40416600,33,12,65
0,41159740,20,10,-10
0,41834461,1,2,10
0,34131526,8,22,110
0,37115965,18,22,115
0,33797271,35,20,65
0,34834791,6,15,80
0,32512418,8,7,70
0,37981761,10,18,40
0,36389995,38,12,110
0,41493937,20,30,65
0,32085270,15,25,65
0,41437976,0,22,105
0,39415153,28,7,115
0,34112707,20,22,15
0,38772978,15,7,90
0,34426629,35,8,35
0,41068857,0,10,90
0,40937927,6,10,0
0,37897791,10,7,-5
0,37157837,18,12,110
0,36299282,26,25,105
0,39598943,15,12,30
0,33935470,10,22,80
0,33972776,35,22,95
0,39018074,25,25,-55
0,41688393,35,12,95
0,37848653,17,22,115
0,41348688,15,17,65
0,40992061,35,22,50
0,36675843,13,22,105
0,35935854,20,7,105
0,34035117,15,15,50
0,38942932,20,22,85
0,37826854,10,22,65
0,41957140,15,-3,80
0,35786167,15,22,115
0,35785988,15,22,75
0,34148429,10,20,-70
0,39194484,40,28,-40
0,35914840,15,2,95
0,34991181,16,2,40
0,40435910,15,18,-50
0,35834247,10,12,105
0,38504761,11,7,115
0,35852724,20,22,100
0,32520982,10,22,95
0,33791790,8,22,105
0,37838558,31,20,10
0,39436658,25,22,105
0,35751889,10,12,120
0,39136174,35,30,55
0,32844246,47,5,5
0,36691699,6,7,95
0,34367543,15,2,60
0,40783560,26,22,100
0,34603298,0,12,115
0,37897522,15,27,120
0,39118162,25,37,45
0,35994382,28,12,50
0,41536075,8,-5,30
0,40218594,21,10,15
0,30858228,18,12,95
0,36576455,10,7,55
0,33710299,13,22,105
0,34345131,8,22,120
0,32943690,30,17,115
0,39048124,13,22,110
0,35811069,10,7,85
0,34567208,8,22,95
0,41297954,27,20,-30
0,35434022,15,12,115
0,37829269,6,17,40
0,34106437,15,20,10
0,34185601,15,22,40
0,30933660,15,22,90
0,43850426,21,7,10
0,41309520,20,12,90
0,43863072,15,10,85
0,34558059,15,12,10
0,37829108,16,7,50
0,34768435,10,27,115
0,37613981,8,20,75
0,36377435,15,22,115
0,33433714,0,10,60
0,31008701,10,22,105
0,32959577,10,7,120
0,32898247,15,17,110
0,37044236,10,22,105
0,37639812,15,7,115
0,30479417,50,17,0
0,40453017,10,17,110
0,35852407,10,12,55
0,39697450,25,10,15
0,34566232,3,7,105
0,35776353,5,2,95
0,33650186,13,22,120
0,32282279,50,23,45
0,35690233,15,22,115
0,32423434,8,22,110
0,30807306,8,22,115
0,35579078,10,7,70
0,35018081,15,10,120
0,36926414,45,22,115
0,38815224,11,-3,120
0,30633444,11,22,115
0,35162402,8,22,120
0,38034491,18,2,55
0,35514457,53,22,40
0,32915828,10,12,100
0,37497114,48,17,100
0,35578747,8,12,115
0,30332795,15,7,110
0,30880526,12,27,80
0,41410403,15,10,5
0,32939999,10,25,5
0,37463619,45,20,85
0,30842444,15,7,110
0,41249434,28,12,90
0,40859872,24,-3,-10
0,40901207,26,17,20
0,37890457,15,7,75
0,40438005,10,17,70
0,36924254,10,15,70
0,40699737,10,12,15
0,34067980,5,22,110
0,34067980,5,22,110
0,37623617,6,7,90
0,34256125,8,-5,20
0,33548050,10,22,115
0,36896851,10,17,70
0,40411025,35,12,105
0,40552317,20,7,80
0,35819081,8,12,120
0,34111674,22,25,5
0,35605215,15,17,30
0,40380642,10,17,105
0,41081143,20,17,35
0,38906600,10,15,55
0,36544237,13,10,75
0,37127707,18,-3,100
0,39145055,11,22,105
0,32945583,32,-15,-40
0,32484618,13,12,95
0,32484618,13,12,95
0,34350991,8,12,115
0,43094177,15,22,0
0,34152761,8,22,110
0,37862948,15,12,115
0,40655692,10,15,0
0,37884159,5,25,70
0,34676911,11,12,120
0,34392880,12,2,-10
0,32959498,30,22,75
0,40672178,16,12,105
0,33986710,8,15,75
0,35202178,15,22,115
0,31989488,8,22,120
0,43137493,8,0,20
0,33538420,40,22,115
0,35511209,38,27,50
0,35773119,15,12,105
0,32457453,10,17,70
0,36641947,22,5,20
0,39596808,20,12,105
0,35113478,15,22,105
0,35976536,10,27,95
0,37632814,15,7,75
0,30228493,15,10,55
0,34703532,25,12,95
0,31831003,10,2,55
0,41236224,15,0,115
0,32914490,8,12,-20
0,39070485,35,25,50
0,32557064,18,27,95
0,30577361,10,22,120
0,35122197,13,-3,115
0,40485467,5,15,-15
0,30577205,15,22,65
0,35861507,7,-3,110
0,35261763,8,20,70
0,36922414,15,12,10
0,34271529,5,17,85
0,35776136,15,22,95
0,38425238,15,27,120
0,37627507,15,-3,65
0,39697446,17,-3,35
0,39590477,15,12,115
0,33404347,13,17,115
0,37927099,28,25,65
0,30878875,18,22,90
0,32959583,37,27,60
0,34026868,10,17,110
0,33786532,33,17,120
0,34173270,8,7,110
0,40915220,3,12,120
0,32934024,8,20,70
0,36568960,10,22,110
0,39093160,15,2,-50
0,37892004,10,-3,115
0,41478606,5,10,45
0,32905256,27,2,25
0,41044571,8,12,110
0,39036873,10,13,-20
0,32911441,-2,17,70
0,40112085,30,22,90
0,31905083,10,20,0
0,30724348,8,2,115
0,39204169,12,17,-25
0,33962375,13,22,120
0,34075108,15,-3,110
0,36948843,20,12,35
0,32890566,8,17,115
0,37631681,15,15,55
0,39338944,35,2,50
0,32915838,12,15,40
0,37861677,15,17,115
0,37635902,17,12,95
0,41107957,25,25,60
0,36645381,5,22,120
0,33858795,8,12,120
0,36283392,15,2,10
0,38010958,10,2,65
0,34362059,8,17,105
0,40177780,5,15,105
0,37968650,10,12,115
0,41271449,0,15,55
0,37891240,10,12,100
0,43151099,27,5,35
0,35187219,15,22,115
0,43821499,16,2,75
0,38723407,8,30,80
0,34005114,16,22,115
0,35113438,15,12,110
0,37998389,44,15,-20
0,34002757,10,12,115
0,32912715,43,28,5
0,41947829,15,7,100
0,39426888,43,25,55
0,43615809,8,20,60
0,37046932,10,5,-35
0,30122732,8,18,45
0,38879557,30,15,-35
0,32915701,10,22,120
0,40950835,20,7,95
0,30919718,15,12,100
0,36474817,40,0,-40
0,39627948,31,25,130
0,37687306,7,10,55
0,35812011,13,2,110
0,38149879,10,7,25
0,38930989,33,22,105
0,38209644,15,27,115
0,35625902,33,22,115
0,40242352,10,10,-20
0,33457632,28,20,75
0,43804738,10,12,110
0,32934092,10,12,60
0,30414251,25,2,25
0,37870108,8,22,120
0,39458049,3,17,110
0,32486384,13,15,-5
0,39493618,10,-3,115
0,33669776,10,27,105
0,39918076,21,22,95
0,43117115,6,10,35
0,37887763,21,15,80
0,35160736,10,7,120
0,35060685,15,2,110
0,33520163,10,20,-5
0,35240897,16,7,75
0,37914219,28,22,100
0,40646853,15,33,40
0,41631757,13,7,120
0,40583493,5,7,0
0,32936759,18,8,20
0,34086083,18,12,65
0,43599529,11,7,85
0,39589248,5,-3,90
0,37208532,15,22,105
0,37173769,6,0,-10
0,39262397,0,12,105
0,39263630,25,27,45
0,40845274,38,20,55
0,39409070,35,15,55
0,39409070,35,15,55
0,37732598,5,7,60
0,37889351,23,22,50
0,35186931,10,-3,120
0,33900643,15,15,70
0,33647203,11,22,105
0,39252896,15,22,115
0,31502381,10,20,10
0,32174079,8,12,120
0,34214601,13,10,-5
0,36503660,10,22,95
0,35890438,10,15,-30
0,36432994,11,0,-90
0,37306412,31,20,55
0,34134625,10,17,110
0,39577410,10,2,110
0,34867903,1,2,120
0,41260913,1,12,95
0,36467138,17,7,110
0,40902083,15,12,100
0,39350617,30,7,55
0,36350667,15,12,75
0,35782562,8,7,95
0,32164060,10,25,115
0,30872789,8,7,120
0,32911466,10,22,65
0,32935460,8,17,75
0,35117374,20,12,65
0,36471369,8,2,115
0,39318733,30,27,50
0,31572492,13,12,120
0,37852202,17,12,70
0,30404119,45,12,100
0,35874702,15,12,75
0,35274355,10,2,115
0,35293624,13,-3,120
0,41187496,12,7,75
0,40996635,41,22,115
0,41077619,1,22,60
0,34445667,8,2,120
0,40542219,15,17,45
0,33128813,10,13,55
0,32476257,8,17,90
0,41348109,21,15,0
0,39443962,3,12,115
0,30699966,10,12,115
0,34991370,10,25,115
0,31847224,13,27,105
0,40999015,8,12,120
0,32553715,8,22,110
0,32553715,8,22,110
0,40902027,13,22,110
0,35814986,10,7,100
0,33690366,12,12,120
0,32444957,10,12,85
0,36836819,15,12,100
0,42015124,10,18,50
0,35184723,13,12,95
0,39565399,12,-3,105
0,35748898,13,22,120
0,31502807,17,12,55
0,30027105,20,7,90
0,36352814,13,22,110
0,32339980,15,22,105
0,30328094,22,17,85
0,30741482,15,17,95
0,33599727,45,28,40
0,34449461,10,22,115
0,40193953,11,22,35
0,32927582,12,20,90
0,41282245,48,12,110
0,40199934,10,22,5
0,37845291,10,-8,80
0,40275092,22,2,115
0,39064601,15,27,100
0,32061814,8,12,110
0,41104106,18,17,115
0,41093334,13,12,120
0,33680731,12,10,85
0,41096481,15,12,65
0,35228836,5,12,95
0,40861565,40,2,50
0,34426115,20,2,60
0,34339608,8,27,110
0,38928915,8,10,-65
0,40435533,13,15,60
0,43812087,10,7,60
0,42040762,15,12,75
0,34146314,16,22,120
0,35585026,31,12,115
0,32480296,20,17,70
0,39597022,10,7,35
0,35079773,31,17,-20
0,34402743,11,12,105
0,43549158,11,12,40
0,41280691,10,7,35
0,37895551,15,12,105
0,39567303,10,12,-25
0,39427416,45,10,15
0,31805258,10,22,125
0,33588869,10,12,75
0,36962877,25,20,60
0,37893364,10,7,120
0,35757494,15,27,115
0,35976581,0,-3,120
0,34199712,20,7,30
0,38557013,15,17,55
0,34358301,10,17,120
0,36670616,10,30,45
0,35802593,5,22,130
0,43041161,5,22,105
0,38370676,10,23,80
0,40387334,10,7,110
0,39705051,42,15,50
0,35758743,10,12,115
0,37629525,5,22,90
0,34166579,0,12,110
0,41463748,15,20,20
0,34402774,10,20,110
0,35142763,10,25,100
0,39511413,10,15,-40
0,30422088,8,12,55
0,37831135,5,22,115
0,40416754,15,20,45
0,30685230,15,7,120
0,40954091,7,17,25
0,39126171,23,22,115
0,39165501,40,22,45
0,32932269,10,17,115
0,41448254,28,7,60
0,37443805,35,22,70
0,35682136,10,7,45
0,31027982,28,17,105
0,39439143,60,23,45
0,35186999,15,27,40
0,40176183,5,15,70
0,40835064,15,12,110
0,34147157,16,12,115
0,42195998,40,22,110
0,32945376,8,5,-55
0,36802196,10,2,120
0,43114055,11,2,95
0,36717272,13,22,115
0,37511067,0,12,115
0,35187191,15,22,110
0,33797127,10,-3,120
0,37559512,28,22,60
0,40669372,10,15,40
0,41558444,43,5,0
0,37941330,8,7,-5
0,36403365,6,20,90
0,35160671,7,12,40
0,32119889,10,22,120
0,39764655,0,2,50
0,33739599,42,10,0
0,37830221,1,7,-40
0,33799331,50,17,75
0,34216110,10,7,120
0,32477917,10,12,105
0,30889484,10,17,95
0,37941347,8,27,110
0,32939510,12,20,85
0,32476514,32,27,60
0,30734142,15,22,120
0,34725126,3,10,20
0,36951274,15,13,50
0,34818212,11,15,115
0,40727415,10,12,60
0,39186577,13,33,-5
0,32963289,43,20,30
0,32963289,23,20,30
0,30381487,10,22,115
0,30381487,10,22,115
0,34450266,10,5,-20
0,36133695,10,18,0
0,39460705,28,27,110
0,33981349,8,17,95
0,33627540,40,22,80
0,35562816,8,22,110
0,30884775,8,22,115
0,39456899,25,12,45
0,31994689,8,22,110
0,37202818,10,15,60
0,37130133,10,22,115
0,31573427,20,17,115
0,38930054,41,12,115
0,37974536,1,7,60
0,39337700,6,18,0
0,33561054,11,17,110
0,34850981,13,20,35
0,40272812,25,30,15
0,30820357,15,7,35
0,32142419,16,12,115
0,30650266,8,17,105
0,35089522,17,2,85
0,34430651,17,7,65
0,33910541,10,22,105
0,39670032,20,22,0
0,43639193,10,20,15
0,37366250,45,22,70
0,38894279,15,22,120
0,30961016,8,22,115
0,37637354,3,17,110
0,34632679,5,7,45
0,33681487,10,20,100
0,37822947,10,13,-50
0,30862810,45,20,40
0,34034038,25,22,110
0,39252820,13,20,5
0,38321112,20,7,110
0,41015051,15,2,110
0,36320566,13,22,105
0,38590608,45,22,105
0,32398597,8,22,120
0,35975873,10,7,115
0,37895645,20,12,105
0,32420497,8,25,55
0,34599432,28,17,110
0,40066534,15,17,65
0,37469623,10,7,110
0,32213562,40,10,-60
0,43734241,20,15,35
0,35690298,10,7,70
0,32887867,15,17,40
0,37555956,10,10,35
0,39544819,8,-5,-20
0,37852840,5,2,50
0,40789252,10,12,105
0,39598092,15,2,75
0,39425499,35,30,35
0,33534191,0,12,110
0,34406796,8,10,55
0,32915100,8,25,55
0,32503323,15,22,115
0,31873794,28,27,120
0,40441834,10,7,110
0,39156426,40,22,90
0,37828028,10,22,120
0,43846768,25,7,60
0,31569613,10,17,105
0,41430673,1,-3,105
0,38955783,15,15,45
0,35219039,15,22,100
0,37867685,10,22,115
0,37866287,15,17,105
0,31531288,3,25,110
0,36925688,35,15,25
0,40998845,18,22,110
0,35836020,12,7,60
0,39432915,28,22,50
0,37074930,10,22,110
0,38154668,28,17,80
0,33592968,10,22,5
0,35264267,15,7,120
0,41459242,10,22,90
0,43481187,15,25,90
0,43846186,30,10,55
0,33948199,33,-2,-35
0,39430756,52,10,15
0,35344124,15,12,70
0,30977471,18,7,90
0,35928359,17,15,65
0,30289657,12,22,95
0,30409964,8,22,115
0,41003720,18,12,105
0,36596114,15,0,115
0,34320559,10,22,120
0,31796502,8,15,50
0,39521049,16,22,120
0,35055162,8,22,120
0,37621330,15,-3,80
0,32512691,30,10,45
0,40276961,5,22,110
0,34603352,15,22,95
0,35420352,10,12,105
0,35754947,13,2,110
0,37638818,3,22,115
0,35387403,15,20,30
0,39443866,15,12,120
0,36350666,10,7,105
0,31620935,10,22,105
0,30680031,40,38,35
0,30816580,10,22,115
0,37176614,20,20,120
0,34198309,25,-8,-100
0,36645155,30,22,115
0,37850554,15,12,70
0,37871407,13,22,110
0,35975191,8,22,85
0,34039166,15,22,120
0,35759533,13,22,105
0,36297689,36,22,40
0,37120728,45,20,-5
0,34366848,8,17,110
0,42296828,50,22,95
0,37994849,1,2,85
0,41530035,15,12,-15
0,43845287,27,17,70
0,39555196,5,7,115
0,41097165,45,15,5
0,35978026,0,25,105
0,41105566,35,22,105
0,38371927,10,22,115
0,36600782,15,22,105
0,40902401,0,7,120
0,35030254,15,7,115
0,31975352,8,2,115
0,40498916,33,7,105
0,35535730,20,7,-10
0,32925756,8,22,95
0,36021120,10,20,95
0,36968102,8,12,115
0,37547965,15,5,55
0,40664015,28,5,5
0,34990979,1,2,110
0,34279744,13,7,105
0,35144201,15,7,110
0,33840794,45,22,120
0,33854519,8,20,55
0,36017603,15,22,95
0,35187194,10,22,115
0,40692177,11,2,75
0,35834382,0,22,110
0,30390006,10,22,105
0,33724747,10,17,95
0,35113752,1,22,110
0,39302970,33,7,65
0,40978466,23,12,55
0,32515921,8,22,75
0,34587441,10,12,95
